User Name,Sex,Comments,Likes,Replies
纽子冫中出血の達郎君,女,你在此处别动我去买个桌子回来[脱单doge],50,买的角度不够[doge]
凯麻美,保密,我→中↗文↗版↗呢↑?,23,这个不就是中文版吗？
凯麻美,保密,我→中↗文↗版↗呢↑?,23,回复 @提瓦特第一偶像优菈 :还没出呢
frether,男,steam塞了50项成就，我没搞懂这是什么奇怪的彩蛋吗？咋会这么多？,6,
月見桐叶,保密,播放量反超rj[脱单doge]魔宴nb,8,
佛罗札狮子骑士团,保密,今年这个夏天真的是又长又冷啊,9,从去年夏天延续到今年冬天，马上就是明年了[笑哭]
9型算数,保密,美咕噜天下第一[给心心][给心心][给心心],15,
匆忙大地,男,"我还在等官中呢[tv_委屈]快一点好不好
原作已经买了，虽然有补丁但我还是想支持一下官中，希望你们也别辜负了我们",6,
sekaiicehouse,女,很抱歉打断你的浏览，我只是想提醒你，今天是魔女的夜宴中文版steam发售的日子😋,8,
镜里莺花,保密,[doge],6,考哥[doge][doge]
镜里莺花,保密,[doge],6,求这个表情包
镜里莺花,保密,[doge],6,回复 @看本子使我快乐 :动态
寒度.,男,几年没玩galgame，在破站刷到了心血来潮下了，推完了宁宁线，想起了以前那种心脏麻痹的感觉了，啊太甜了受不了,3,美咕噜线更甜
寒度.,男,几年没玩galgame，在破站刷到了心血来潮下了，推完了宁宁线，想起了以前那种心脏麻痹的感觉了，啊太甜了受不了,3,刚进宁宁线太甜了[笑哭]歌也很甜
AIRBUSA340-300,保密,🌿，我才在Steam买完，再找汉化包，结果你就有官中了[大哭]，感觉自己是个伞兵[捂脸][捂脸][捂脸],6,第一次当伞兵吧，没关系，往下跳就行了[吃瓜]
AIRBUSA340-300,保密,🌿，我才在Steam买完，再找汉化包，结果你就有官中了[大哭]，感觉自己是个伞兵[捂脸][捂脸][捂脸],6,幸好我有一个万能的网友，他直接给我发过来的下载包，附带汉化[doge][doge][doge]
快乐的一只小丁丁,男,太好玩辣,2,
姫吉,男,steam购买的，一打开就弹出来个会话框，然后闪退，有没有人知道怎么解决,4,没打补丁？ 或者驱动不匹配
-琴_吹_紬,男,0721上首页也真是……Ciallo～(∠・ω< )⌒☆,2,看评论突然就冒出来一个评论
荧火の光,保密,一定，一定会幸福的,2,
星空级魔法-奇点爆发,男,说实话，我入怪猎的坑，有美咕噜的原因[脱单doge],9,美咕噜玩的应该是3ds上的。玩的话还是一起打mhw好了
星空级魔法-奇点爆发,男,说实话，我入怪猎的坑，有美咕噜的原因[脱单doge],9,回复 @真不是科长 :我现在就在玩mhw，已经500小时了
赤绝双翼老人星,保密,24年刷到以为和亚托莉一样动画化了。,4,
音乐爱好者成先森,男,34秒的那位是谁,3,3-2约会的当事人
音乐爱好者成先森,男,34秒的那位是谁,3,越路美穗，奉献了唯一的一段百合剧情
音乐爱好者成先森,男,34秒的那位是谁,3,回复 @琴音生死恋 :游戏里面没有立绘吧，只有开场动画里有
Weiメ,男,预定在明年夏天完成制作（悲,6,[笑哭]
Weiメ,男,预定在明年夏天完成制作（悲,6,真的吗[笑哭]
Weiメ,男,预定在明年夏天完成制作（悲,6,回复 @朝武芳乃-千恋ばんか :都是假的，冰红茶的水
_芳乃天下第一,保密,"首页推送说明你是柚子厨[生气]
哦我也是，那没事了[崩坏3·光辉矢愿_吃西瓜冰]",3,
cloud赵,男,快端上来吧，我等不及了,8,绝了
日富美真好看,保密,这个东西我搞糊涂了，从宁宁把我带到七绪哪里后就看不懂了，什么魔女，什么魔女的契约，什么魔力魔法，根本看不懂，有没有大佬解释一下（哭）,2,捋一下，魔灵是可以通过魔力释放魔法的其他生物，魔女是为了实现愿望向魔灵许愿并签下契约的人类，但魔灵只能释放魔法，却本身并无足够的魔力，所以需要魔女来收集相应的魔力，也就是所谓的收集“心灵碎片”，当契约成立后，愿望、魔法及魔法所需的魔力还有魔女所付出的代价，都已固定无法更改，当所需的魔力收集完成（即填满容器后），魔法将自动生效，不可阻止。每一位人类只能签订一次契约。
日富美真好看,保密,这个东西我搞糊涂了，从宁宁把我带到七绪哪里后就看不懂了，什么魔女，什么魔女的契约，什么魔力魔法，根本看不懂，有没有大佬解释一下（哭）,2,"还有其他设定相关不明白的可以随时问我~
我也是才刚通完全线剧情，印象比较深"
XaviHernandez,男,不懂就问，为什么一部galgame的国际中文版得两年才能做好，真的不太能理解为什么这么慢（单纯疑惑，无恶意）,3,官方的源有bug hf把整个游戏重写了一遍
XaviHernandez,男,不懂就问，为什么一部galgame的国际中文版得两年才能做好，真的不太能理解为什么这么慢（单纯疑惑，无恶意）,3,回复 @PinNetLost :原来如此，这么长的时间就合理了
XaviHernandez,男,不懂就问，为什么一部galgame的国际中文版得两年才能做好，真的不太能理解为什么这么慢（单纯疑惑，无恶意）,3,里面的画质重置1080了，我记得刚出是720
貞中合欢,保密,今天在我首页刷了😨，和奏老婆要来找我了🥳🥳🥳,5,
弘风子,男,游戏里米咕噜玩的是怪猎吗？,4,确实是
卓桑優しい,男,全线通关撒花[打call][打call],11,
abcddoc,男,今天是0721纪念日[脱单doge][脱单doge][脱单doge],3,
穗织第一纯情芳乃酱,保密,常看常新，话说宁宁线真神吧（刚刚推完感觉成单线战士了）,4,美咕噜线和紬线其实也挺不错的，但宁宁线放在柚子社历史上都是顶尖的存在[跪了]
我要吃正宗静流,保密,0721快乐,3,
璇-玖珑,男,已经锐意到第二年夏天了,6,第二遍夏天都已经过了
回复帝,保密,0721[doge],4,
TeRiRi_noob,保密,0721之神保佑我二测,4,加油啊，23届河南高考生报道
该昵称不存在awa,男,大数据给我干哪来了啊，我都收藏过了怎么还给我推[笑哭],3,
月华钩桥,男,说好的今夏呢（恼）,7,到秋分之前都是夏天[doge]
月华钩桥,男,说好的今夏呢（恼）,7,暑假下个月才结束呢[doge]
SaberInYourHand,男,好家伙这个点还有人看,3,
R97CN,保密,Ciallo～(∠・ω< )⌒☆,2,
本居晓铃抄千,保密,感觉最近魔宴流量好高，这个视频播放量也快破百万了。,5,我援桌骑士功不可没啊[脱单doge]
゚゙゚゙゚Zy,保密,平常刷不到 7月21刷的到系列[嗑瓜子],3,
断翅也是回忆,保密,你说的对，但是为什么不在721年7月21号发,6,
泽心的说,男,正好今天把几年前的视频推上首页是吧[笑哭]睿站编辑你最好不是柚子厨,2,
东方丶炎丶永夜靖,男,宁宁线推完了（后日谈里岳父那句“臭小子，滚出去”差点没把我逗死[笑哭]）,12,
4O74Y74L74J7,男,魔宴播放量都超千恋了[妙啊],12,
哈尼捏,男,hf 我的超人！,19,UP主觉得很赞？！怎么想大哥你都太离谱了吧[doge]
远野诗织,保密,美咕噜天下第一！,12,
Ayachi丨Nene,男,[tv_亲亲],14,
Qev_jFg,男,[doge],2,
御坂11741号_J-X-Y_,保密,好好好，偏偏就在今天这个日子在首页刷到Ciallo～(∠・ω< )⌒☆,3,
Mac27Gamer,保密,朋友啊 华哥都在表界混开了咱这魔宴还是出不来吗,11,
魔理沙指定八卦炉,女,什么时候更新一下越路线,4,
迁雨hp,保密,B站这推送是可以的，我基本不了解这个，偏偏今天[脱单doge][doge]他给我推这个,2,
是妖妖捏,男,就说怎么突然刷到了 看看今天的时间[Mygo表情包_让我看看],2,
我们柚子厨是这样的,保密,@柚子社official 柚子社入驻了,2,
少年几何君,男,我们柚子厨也有自己的节日[初音未来三连快乐表情包_啾咪],2,
爷傲奈我何捏,保密,0721快乐 谢谢官方，又史低了[脱单doge],2,
风雨过后听残声,保密,今天是0721纪念日哦,2,
雪解_0fficial,保密,为什么会在今天刷到这个[思考],2,
CHOMPZILLA,男,0721九周年纪念日快乐,2,
---橙子----,男,今天是什么日子[doge]还有视频为什么是7月23发的？！为什么不是7月21😢,2,
柒雨kk,保密,0721快乐[打call],2,
风晚误花期,保密,0721又刷到清朝老视频了[doge],2,
沐茜的敢敢,男,0721日Ciallo～(∠・ω< )⌒☆,2,
Ring丶年轮,保密,搭个角先,2,
致永远的二次元,男,Ciallo～(∠・ω< )⌒☆，已经0721啦,2,
晓风鸥,男,我要0721！,2,
高冷高冷小学生,男,今天给我刷到不是没有原因的,2,
无妹恨穹不是妹-_-,保密,0721[脱单doge],2,
Life-Stream,男,我看看是你先出官中还是我先能啃下生肉[言和7th_静静看你],2,一个月通过n1计划（不是
小鳄鱼awa,男,0721！,2,
arfyuh,女,0721給我推是吧（）,2,
残月fzg,保密,为什么会在今天出现在我的首页咱们双方都得思考一下[领结猫_挠头],2,
核霭可氢的Ter,男,21年的时候说今夏完成，现在23年的夏天都要到了[微笑],11,
910351603591,保密,补丁下好了，魔女的夜宴，启动(・ω< )★,4,话说重制版要是能加个剧情树就好了
910351603591,保密,补丁下好了，魔女的夜宴，启动(・ω< )★,4,回复 @910351603591 :确实，千恋万花的那种剧情树真的方便很多
910351603591,保密,补丁下好了，魔女的夜宴，启动(・ω< )★,4,补丁官网不是炸了吗？咋下的
账号已注销,保密,预定将于今夏完成制作。（2022）,4,
CaptainDu_,男,今年7月21日能拿出来吗,13,
柴猫-WoodCat,男,有没有好兄弟给讲解下0721的梗是什么意思啊 本人刚入坑柚子社（刚玩过千恋万花 第一个丛雨线…就不想推其他的了）然后我看steam上魔女的夜宴没有汉化啊[笑哭]怎么办 柚子其他的作品哪些好玩请告诉我 弟弟又想哭了[doge],4,可以先入正玩盗，等官中出了再推一遍[doge] 另外0721是日语音译整活，意思是自我安慰[doge]
柴猫-WoodCat,男,有没有好兄弟给讲解下0721的梗是什么意思啊 本人刚入坑柚子社（刚玩过千恋万花 第一个丛雨线…就不想推其他的了）然后我看steam上魔女的夜宴没有汉化啊[笑哭]怎么办 柚子其他的作品哪些好玩请告诉我 弟弟又想哭了[doge],4,オナニー的意思，音译成了0721
水民一只,保密,咕麻了的柚子社新作都要出来了，我官中呢,12,
早早早早zzzzz,保密,0721[打call][打call][打call],4,
有一种魔术叫剪辑,男,"那啥
已经九月一号了
夏季什么时候结束我没在意但是暑假已经结束了
所以
快点端上来罢，我已经等不及力！",7,
OwO橘子好吃吗,保密,《预定将于今夏》[思考],11,
园丁--,保密,疑惑为什么是今天刷到，原来是2024年的07.21呀[笑哭],3,
网友真顺白,男,说好的今夏呢，这都冬天了[tv_大哭],9,
约伊兹的尾巴,保密,宁宁线算是dr之后柚子的剧情巅峰了,4,dr是那一部呀[街头爆鲨_摔大跤]
浪的尔等痛彻心扉,男,搭个角先,4,
一般路过の小饼干,保密,星巴克与扑棱蛾子中文都要出来了，怎么魔宴中文版现在还没动静,9,
意大利香醋_,男,Ciallo～(∠・ω< )⌒☆爱着美咕噜的第180天,9,
洛圣都财布银行,保密,去年年初买了英文版，我是大冤种[难过],4,不是同一个发行商，这也没办法，我也买了英文版[脱单doge]
洛圣都财布银行,保密,去年年初买了英文版，我是大冤种[难过],4,"回复 @时崎狂三CC :好好好[脱单doge]
就当做是支持正版了"
超级普拉娜,女,每年的夏天都是今年（,9,
゚高性能亚托莉,女,给我干哪来了，这还是2024吗,4,
bili_白给之王,男,《预定将于今夏》,10,
西太平洋舰队,保密,想玩[生日快乐_D][生日快乐_R][生日快乐_A][愿望成真 生日快乐2_C][愿望成真 生日快乐2_U][生日快乐_R][生日快乐_I][愿望成真 生日快乐2_O][生日快乐_T],4,
炉火未夕,保密,美咕噜……嘿嘿嘿,4,
爱吸神父的纯氧,男,0721给我推这个很正常吧[微笑],3,
Fate-归来,男,byd我怎么这个时候才刷到？,3,
ロキシーkami,保密,怎么上我首页了？柚子社发力了？[妙啊],3,
nikalo_,保密,两年都快过去了，阁下的魔宴快端上来罢[大哭][大哭][大哭]不过你要说你是在偷偷筹备新作汉化我就不说了[微笑][微笑][微笑],3,
缪缪我的缪缪-,男,恭喜一百万[打call]再刷一遍，顺便我永远喜欢美咕噜,4,
魔法枫糖official,保密,刚入站 请问一下这是什么番 里面女主跟布良梓和夕音比 谁更厉害点[doge][doge][hanser_滑稽][泠鸢yousa_滑稽],4,这是漫画
魔法枫糖official,保密,刚入站 请问一下这是什么番 里面女主跟布良梓和夕音比 谁更厉害点[doge][doge][hanser_滑稽][泠鸢yousa_滑稽],4,回复 @随便丶Owl :啥漫画啊[doge]
石動乃繪_,男,《相貌平平》,3,
__维多利加__,保密,从现在开始学英语，看看你出汉化出的快还是我学的快，3年了啊，2021年初整的中文官网，吖的一共两句话！两句话！！你打算啥时候出啊？三校不是完成了吗？？？快点啊,4,
大贝东,男,再拖一会上百万播放了，等会直接业界奇迹是吧,4,rj播放量已经75.9万了，比魔女高[妙啊]
我的头发还没掉光,男,锐意制作中搞了几年了？我先让gpt翻一遍再让newbing校对都比你们快,3,估计是代理商方面出问题了，汉化是肯定汉化好了
我的头发还没掉光,男,锐意制作中搞了几年了？我先让gpt翻一遍再让newbing校对都比你们快,3,现在来了，快来看看啊
是甘九口牙,保密,0721快乐Ciallo～(∠・ω< )⌒☆,4,
-神弃-,保密,米仓千寻，08ms小队op的演唱者，这下可真是双厨狂喜了,4,
doubidezhu,男,7月21号买推流真有你的,3,
大阿喪,保密,"Ciallo～(∠・ω< )⌒☆
刚吃完刀睡不着，意难平[2233塔罗牌_AWSL]",4,
Arosyy0316,男,今天就是，0！7！2！1！,3,
JulietPersia,保密,没人觉得保科像绫小路清隆吗,4,同
路过的河马_,男,建议学学别人发布亚洲语言包dlc卖本体一半价格,4,发行商又不一样……
-風又音理-,保密,谁敢反对绫地宁宁，我们就打爆他的幼刀！[大笑],4,谁敢折断我的幼刀，我就抢他芳乃的砂糖
-風又音理-,保密,谁敢反对绫地宁宁，我们就打爆他的幼刀！[大笑],4,回复 @这仇我记下了- :谁敢抢我芳乃的砂糖，我就挫爆他的绫赖
゙゙゙゙゙゚゚゙゙゚,保密,看看这个和天使骚的官中哪边先出,13,
因幡仁菜103,保密,美咕噜啊啊啊啊啊，你倒是快点出啊，死神都出了你还不来[大哭],9,
永远爱利利的憨批猫猫,男,真正的百万，往往在不知不觉之中。,7,
卓桑優しい,男,好消息，魔宴官中定档7月21日于steam发售,6,
我不系学渣,男,"《预定将于今夏完成制作》
急急急急急，我等不及了，快点端上来罢",8,
洛圣都财布银行,保密,《预计今夏》话说HF你们是不是忘了什么？我现在在打着补丁玩，希望你们不要不识好歹，不要让我跪下来求你[doge],6,
叆叇云缇,保密,浅浅的问一句，中文官网买的和日本那的碟装的，在CG和细节上有什么浅浅的不同吗？[藏狐],5,
桐谷遥遥冻,保密,虽然但是，八周年快乐[神楽Mea_你很可爱],7,
还逐永生,男,[笑哭]还在等一个官中补票，千恋，rj和咖啡馆都在Steam补了，就等一个憧子姐了[爱心],5,我趣！憧子厨！贴贴！
烤铁匠,男,马上就又要到一个新的夏天了……,6,
ZIIRhyme,男,每日一催，我官中呢,9,
水民一只,保密,"我官中呢，HF我官中呢
急急急急急急急，我不装了我急死了",9,
赤い蔷薇の姫,女,72.1万播放 0721中文版发售 打卡[脱单doge],6,
Dominicus-Lee,男,回到过去说：还没出中文,8,
ds_浅笑,保密,坚持才十二一两周了，大概18次，可能吧...嗯...几次已经记不太清了,5,柚子厨日常[脱单doge]
逆风丿殉影,保密,"已经是考古级别的推了
我官中呢[tv_白眼]",10,
Tazee,保密,快点端上来吧，我已经等不及了,8,
芋圆Kotori,保密,"上首页了（悲）
宁宁：这下真的可以去死了",6,
゚锦,保密,宁宁天下第一！！！！🥰🥰🥰🥰,5,
进贤县第一中学,保密,都快23年了，我中文呢[疑惑],8,
冰川家今天的噜,保密,为什么要在2024年07月21日给我推这个[Mygo表情包_探头],2,
アトリー-,男,Ciallo～(∠・ω< )⌒☆,2,
优666666秀,男,"在2024年0721这天刷到的最后一个视频[脱单doge]
Ciallo～(∠・ω< )⌒☆",2,
OkiyaRenka,保密,别说，昨天发的文章，今天看到才买，然后又看到这视频[笑哭],2,
--H呵呵H--,男,给我干哪来了，这还是2024吗[辣眼睛],2,前辈，ciallo
Acanlr,男,0721[大笑][大笑][大笑],2,
绪山茳风,女,在2024年7月21日刷到,2,
宁宁不明白哦,男,这是什么番剧？,2,这波头像和发言配合的不是很好[doge]
小盛van游戏,保密,这给我干哪儿来了，这还是2024年吗,2,
夕儿儿儿夕,保密,0721!^O^,2,
丶霓虹Neon,男,byd故意的吧[doge],2,
羽生川枫,保密,为什么不让我昨天刷到[脱单doge],2,
不可燃黑碳,保密,纯新人，想问一下steam买的官中需要打反和谐补丁吗，如果要打的话从哪里下载呢[来古-疑问],3,官方有网址的，到时候直接去steam评论区钊也可以
不可燃黑碳,保密,纯新人，想问一下steam买的官中需要打反和谐补丁吗，如果要打的话从哪里下载呢[来古-疑问],3,回复 @我是火炎焱燚 :谢谢[嘉然2.0_好好好]
不可燃黑碳,保密,纯新人，想问一下steam买的官中需要打反和谐补丁吗，如果要打的话从哪里下载呢[来古-疑问],3,发布的时候看看hf动态，会有补丁的[脱单doge]
逾期clock,保密,[微笑],2,
机智的嘉粥农原,男,不是谁买推流了，还选在0721这天[Hiiro二周年_啊这],2,
zzizi337,保密,明年就该魔宴十周年了,2,
心政flower圣,男,昨天刚玩魔女的夜宴，第一次是推宁宁的线，今天刚想推爱瑠的，没想到让我刷到，怪怪[doge][doge][doge],2,
我永远喜欢莫妮卡,男,手机爹给我干哪来了？,2,
_wakusei,男,今天让我来把桌角磨平,2,
龏靉初音,男,给我干哪来了,2,
一句话闹麻了,男,宁宁[给心心],3,
虹夏Prime,男,还不出，研都要考上了[保卫萝卜_哭哭],3,
xlindd,男,yysy，我更喜欢基友三人组拌嘴打闹[doge],4,
爱van游戏的妖精,男,这游戏虐人不，准备入坑的说,3,好玩，宁宁线剧情挺有意思，不过废萌类型的说到底确实有点无聊，到了h的环节甚至不是很想岛
爱van游戏的妖精,男,这游戏虐人不，准备入坑的说,3,回复 @一眼碇真鉴定为美里帽 :了解
吉良大猫,男,有人知道刚发售要多少rmb,3,刚去看了下，柚子社的几部作品都是88
吉良大猫,男,有人知道刚发售要多少rmb,3,62，不过是首周折扣
姬集几寄,男,Ciallo～(∠・ω< )⌒☆,3,
杏干猫猫头,男,Ciallo～(∠・ω< )⌒☆,3,
散修少年,男,千恋用了3年多达到100w播放量 魔宴3个月近90w 离谱,3,千恋分流了 官号这边还有个50w播放量的
散修少年,男,千恋用了3年多达到100w播放量 魔宴3个月近90w 离谱,3,有没有可能，官中pv已经出了挺久了
过气乌贼,保密,史低给我推送了吗,3,
神猪猪人,保密,在和谐这块算是拿捏的稳稳的，水平很高啊,3,
无名小猫车,男,我的魔宴官中你什么时候来啊啊啊啊啊啊啊[大哭][大哭][大哭]说好的今夏呢？？？没有官中玩我要死了[灵魂出窍][灵魂出窍][灵魂出窍],2,
冷冰冰牌高等术学,男,是谁在天天遛呢？[doge],3,
xr汉堡,保密,你要7月21出我就称之为绝活,4,
自在极意兆,男,买了英文版还要入中文版，受不了一点,3,
本庄真奈美暂居樱公馆,男,怎么感觉柚子社的男主都是同一张脸,3,不如说gal的男主都差球不多
Midway233,男,Ciallo～(∠・ω< )⌒☆,2,
茉_mo,保密,大哥，23年了[Cat2_SushiBed!],3,
饮hachimi先啦,男,百万祝贺🎉🎉🎉,3,
半滴half_drop,保密,所以说到底什么时候发售[大哭][大哭][大哭],3,
fkerjn,保密,宁宁自卫有步兵吗？？？？？  宁宁厨,3,galgame好像就没有步兵的。。。
syesj,男,"好耶！
不过英文版买了的咋整？
有折扣不[脱单doge]",36,买中文特典鸭
基拟态镁x,男,Ciallo～(∠・ω< )⌒☆,2,
_轻描淡写-,男,保科真的帅，四大男主最帅的一个[doge],3,
喜多郁代有馬加奈,男,0721快乐,5,
彼岸有华,保密,steam快出官中吧[大哭][大哭][大哭],3,
魔羽123,保密,柚子新作还没消息吗qwq,67,当然没有[滑稽]而且出新作估计也不会第一时间上steam
魔羽123,保密,柚子新作还没消息吗qwq,67,三十号还有一个新品，说不定呢
等待三体降临吧,保密,我直接抱着英文硬啃[tv_鬼脸],3,这也是种乐趣罢[tv_鬼脸]
等待三体降临吧,保密,我直接抱着英文硬啃[tv_鬼脸],3,发了条动态了，估计过审了，准备档期了[滑稽]
断阁,保密,您是完全不看日历的是吧[doge],7,
扣1送宁宁起爆器,保密,0721日到了,4,
泪龢,保密,柚子画饼比梵高画画都抽象[笑哭],7,
天元突破的吻冰,保密,两年没白等，兄弟们0721见[doge],3,
腐门师兄FQ,男,快..快点端上来吧🥵,3,
ill_rem,男,为什么0721挂推广首页刷到了,4,
起飞的灰灰,保密,今夏？我失忆了[藏狐],7,
大桥花花君,保密,《今夏完成制作》,7,
Kimegumi,男,《21年夏》,6,
7603,保密,md今天又给我推了，不愧是0721日,4,
突击榴弹兵,保密,2021→2023[保佑],6,
洛圣都财布银行,保密,你这视频都出了两年了，你最好是在今年夏天出,6,
四季ナツメ_大好きだ,保密,锐意制作中！,3,
幻觉illusionary,保密,0721日Ciallo～(∠・ω< )⌒☆,2,
无理乂,男,byd，这给我干哪来了，这还是2024吗,2,
星星teriri,保密,在今天刷到了这个想必是有特殊意义的吧（）,2,
沐夕の凛星,男,最喜欢紬啦[初音未来_喜欢]tsumugi就是我的天使！！！,2,
暗裔上单,保密,0721快乐🙂,3,
群青の星座,保密,0721推这个是吧？,2,
Gor1llaBocch1,保密,宁宁[大哭]你带我走吧[大哭],3,
淡殁无殇,男,tnnd 官中呢！,3,
吔土人,男,美咕噜单推人不请自来，美咕噜天下第一[打call][打call],3,
kukuri-1,男,《相貌平平保科君》，《一周两次的宁宁》，快点，等着补票，希望柚子社能做出更多更好的作品,3,
衋纛,保密,推送？啊？？？,2,
樱小路露娜委屈巴巴,保密,3202年了依旧没有官中（恼）,3,
桜小路祈華,保密,天使骚骚都出了，呜呜呜,3,
耗电量大,男,最近每次点开都有一群人在一起看,2,
丛驭,保密,百万祝贺！,3,
白给起家,男,今年夏天还有希望吗[doge],3,
卡仁特,保密,0721[喜欢],3,
學姐っ,保密,第一次看的时候还是个三级号[藏狐],2,
卧琴眠,保密,？上首页了,2,
ddffrrFF,保密,干脆和柚子社新作一起来吧,3,
一只小蝉吖,女,Ciallo～(∠・ω< )⌒☆,2,
战略核键盘,保密,[吃瓜]我永远喜欢桌角女,21,
Digicatl,保密,我必须0721，你也必须看,6,
却道是枫,男,Ciallo～(∠・ω< )⌒☆学妹可爱,6,
星核猎手析梦者,男,《预计今夏》[doge],7,
雨林Rin,男,如果下周是星巴克，该过年了,11,
這個絕對不是小小,保密,你说得对，但是官中……,6,
栞那的花洒,保密,现在是2023年3月26日，劳资的官方汉化呢。,6,
Nanami千千千千秋,男,保尔柯察金蚌埠住了,8,
宁宁爱玩起爆器,男,0721,2,
修行中的大魔法师,保密,时间停止了，永远到不了二一年的夏天[雫るる制服ver._急了],5,应该快了，我看了一下进度，之前是审核和程序制作没有过，现在就程序制作了，应该快了[笑哭]
修行中的大魔法师,保密,时间停止了，永远到不了二一年的夏天[雫るる制服ver._急了],5,回复 @胡糊狐的秋天 :今年七月再试试看
アキヅキカンナ0721,保密,祝各位柚子厨0721节快乐[脱单doge][脱单doge][脱单doge],5,
火锅涮大葱,保密,一年了，我官中呢,7,
一方通行だ,男,两年了啊岂可修！我自己来都要译完了！.jpg,5,
六鳥游小花,保密,这才是音乐！😃👍,5,
浅水墨鱼,男,"Ciallo～(∠・ω< )⌒☆
今天准备一口气推完宁宁线，然后去找美咕噜嘿嘿",5,
都给我练晓歌,男,大数据给我干哪来了？？[辣眼睛],1,我也是懵了[doge][doge]
taxi2g123,男,我真的服了，为什么换个语言就可以重新再卖一遍，我一直在等官方更官中,9,你去英文版那个看看，发行商里面只有nn而且英文版从来没公告说过要更新中文
taxi2g123,男,我真的服了，为什么换个语言就可以重新再卖一遍，我一直在等官方更官中,9,两个不同的代理商，英文是nn，中文是hf
2XU11,保密,终于要来了进度开始检修准备发版了,5,
我是大shabby,男,你说的对，但是《魔女的夜宴》正在锐意制作中，预计今夏（2021）完成制作,5,
CupcakeQAQ,保密,还没出？[猫雷Nyaru_结晶化][猫雷Nyaru_结晶化][猫雷Nyaru_结晶化][猫雷Nyaru_结晶化],2,
春日的雪之下,男,我最喜欢的柚子社作品，五条线剧情都很丰满而且风格都很独特，看的出来很用心[打call]游戏体验好的爆棚,2,
绫chuchu,保密,baka，之前在Steam搜魔女的夜宴出来的是RJ，看了下Steam柚子社官号也没有找到魔女，我就把RJ当魔女买了[大哭]不过也不亏就是啦[傲娇],1,steam上没有柚子社官号的，你看的应该是发行代理商NekoNyan或者HIKARI-FIELD（就是这个up）
绫chuchu,保密,baka，之前在Steam搜魔女的夜宴出来的是RJ，看了下Steam柚子社官号也没有找到魔女，我就把RJ当魔女买了[大哭]不过也不亏就是啦[傲娇],1,因为简中还没正式发布，steam上目前只有英日双语的，搜英文名sabbat of the witch可以搜到
丛雨丛雨雨,男,[泠鸢yousa_滑稽]竟然让我刷到了,1,难道这就是0721的实力？！
耐久131的石镐,保密,话说这是不是另一种“每时每刻都有人看”的视频（晚上11点都有4人在看,2,11点叫晚?快乐时光才刚开始!
syqndtr,保密,宁宁线结尾越看越难受，柚子社你坏事做尽(´；ω；`),5,一样，七夕推了宁宁线，那个无解死局着实难受
syqndtr,保密,宁宁线结尾越看越难受，柚子社你坏事做尽(´；ω；`),5,世界线会慢慢重合的
折若木_,男,[捂脸]宁宁线想到restart前的那个男主，莫名难受,5,理解成时间线倒流就好了，这波是编剧的锅[doge]
折若木_,男,[捂脸]宁宁线想到restart前的那个男主，莫名难受,5,回复 @天外凌云 :倒流的話一週目結尾remake出來的寧寧就沒法解釋了。
夏日的邀约,男,卧槽，虽然不懂gal这玩意儿，但我以前在贴吧宁宁表情包没少见到，看看，如果价格接受的了就买一份[蛆音娘_吃瓜群众],1,一百上下，柚子双壁之一，墙裂推荐
夏日的邀约,男,卧槽，虽然不懂gal这玩意儿，但我以前在贴吧宁宁表情包没少见到，看看，如果价格接受的了就买一份[蛆音娘_吃瓜群众],1,和千恋万花不会差很多
AIRBUSA340-300,保密,好好好，现在问题就是我Steam上已经买了英文版打了个补丁并推完宁宁线了[tv_doge],2,那个可以打中文补丁吗？
AIRBUSA340-300,保密,好好好，现在问题就是我Steam上已经买了英文版打了个补丁并推完宁宁线了[tv_doge],2,回复 @云外星沉月落 :但是这个补丁打了以后steam上的成就是拿不了的
AIRBUSA340-300,保密,好好好，现在问题就是我Steam上已经买了英文版打了个补丁并推完宁宁线了[tv_doge],2,老早买了，结果发现[捂脸]
帝国炮火先兆者,保密,1145141919810年后才能将官中完成(悲,7,
Mj小曦,男,猜猜为什么我今天刷到了[脱单doge],1,
美味的竹鼠,男,祝各位0721节快乐，顺便官中gkd,2,
ATONLM,保密,怎么会在今天推到我的首页,1,提醒你该0721咯
快乐就好咕噜噜,女,所以我官中呢，不出官中绝不补票,5,买了一直在等官中就一直没玩[辣眼睛]
time丶kurumi,男,昨天刷到今天又刷到，号养好了[脱单doge],1,
Kaed3mi,保密,不会真的要等到7.21吧,5,他的“今夏”不都过去半年了么
Kaed3mi,保密,不会真的要等到7.21吧,5,合理的
二哈乌苏,男,[鼓掌],1,今天是0721哦[鼓掌]
東風の奇迹,保密,最新消息：明年0721节出,4,真的假的，我怎么不信([泠鸢yousa_滑稽]
東風の奇迹,保密,最新消息：明年0721节出,4,回覆 @洛羽rakuha :冗談罢了（
高宗越,保密,今夏能有吗[藏狐],4,需要穿越到21年夏天[笑哭]
没粉懒得换头像,男,ns能不能安排下[酸了]千恋万花才刚玩通芳乃线[酸了],2,就算上了也是河蟹版[笑哭]
没粉懒得换头像,男,ns能不能安排下[酸了]千恋万花才刚玩通芳乃线[酸了],2,回复 @西连寺春莱 :官网都是可以找到补丁的。
荭-AXING,保密,是今天了[崩坏：星穹铁道_看破],4,
parenthetical,保密,"我已经能熟练阅读英文文本了,无所谓了",5,
Life-Stream,男,很喜欢一句话：预定将于今夏完成制作,5,
